sensor_tag,threshold,input_length_days,washout_days,n_features,n_train,n_val,n_test,train_users,val_users,test_users,train_positive,val_positive,test_positive,seed,algo,params,param_C,param_class_weight,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier,param_n_estimators,param_max_depth,param_min_samples_leaf,param_learning_rate,param_subsample,param_scale_pos_weight
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=None;min_samples_leaf=5;n_estimators=200,,balanced,0.9907834101382489,0.0,0.0,0.0,0.14814814814814814,0.005291005291005291,0.06150544397631902,200.0,,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=6;min_samples_leaf=1;n_estimators=200,,,0.9953917050691244,0.0,0.0,0.0,0.041666666666666685,0.0047169811320754715,0.04796614214335411,200.0,6.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=6;min_samples_leaf=1;n_estimators=200,,balanced,0.9953917050691244,0.0,0.0,0.0,0.5601851851851851,0.01,0.06530997593711198,200.0,6.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=6;min_samples_leaf=5;n_estimators=200,,,0.9953917050691244,0.0,0.0,0.0,0.04629629629629628,0.004739336492890996,0.032829531015015324,200.0,6.0,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=6;min_samples_leaf=5;n_estimators=200,,balanced,0.9861751152073732,0.0,0.0,0.0,0.35648148148148145,0.006944444444444444,0.08108954931953612,200.0,6.0,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=10;min_samples_leaf=1;n_estimators=200,,,0.9953917050691244,0.0,0.0,0.0,0.037037037037037035,0.004694835680751174,0.05009713032541017,200.0,10.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=10;min_samples_leaf=1;n_estimators=200,,balanced,0.9953917050691244,0.0,0.0,0.0,0.5462962962962963,0.009708737864077669,0.0320638838762941,200.0,10.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=10;min_samples_leaf=5;n_estimators=200,,,0.9953917050691244,0.0,0.0,0.0,0.037037037037037035,0.004694835680751174,0.036035088487528684,200.0,10.0,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=10;min_samples_leaf=5;n_estimators=200,,balanced,0.9907834101382489,0.0,0.0,0.0,0.23148148148148145,0.005847953216374269,0.0626500872518925,200.0,10.0,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=None;min_samples_leaf=1;n_estimators=500,,,0.9953917050691244,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.05641985209740359,500.0,,1.0,,,
